add device 1: /dev/input/event10
  name:     "step_det_sensor"
add device 2: /dev/input/event8
  name:     "tilt_sensor"
add device 3: /dev/input/event6
  name:     "gyro_sensor"
add device 4: /dev/input/event9
  name:     "step_cnt_sensor"
add device 5: /dev/input/event4
  name:     "magnetic_sensor"
add device 6: /dev/input/event7
  name:     "SignificantMotionDetector"
add device 7: /dev/input/event2
  name:     "light_sensor"
add device 8: /dev/input/event5
  name:     "accelerometer_sensor"
add device 9: /dev/input/event3
  name:     "proximity_sensor"
add device 10: /dev/input/event0
  name:     "qpnp_pon"
add device 11: /dev/input/event1
  name:     "meta_event"
add device 12: /dev/input/event12
  name:     "sec_touchscreen"
add device 13: /dev/input/event11
  name:     "gpio_keys"
[ 2864764.378476] /dev/input/event5: EV_REL       REL_Y                00000021            
[ 2864764.378476] /dev/input/event5: EV_REL       REL_Z                00001fb5            
[ 2864764.378476] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.378476] /dev/input/event5: EV_REL       REL_MISC             8c0b3f21            
[ 2864764.378476] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.444910] /dev/input/event5: EV_REL       REL_X                000000c5            
[ 2864764.444910] /dev/input/event5: EV_REL       REL_Y                00000022            
[ 2864764.444910] /dev/input/event5: EV_REL       REL_Z                00001fbb            
[ 2864764.444910] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.444910] /dev/input/event5: EV_REL       REL_MISC             8ffe2b1c            
[ 2864764.444910] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.511073] /dev/input/event5: EV_REL       REL_X                000000c1            
[ 2864764.511073] /dev/input/event5: EV_REL       REL_Y                00000027            
[ 2864764.511073] /dev/input/event5: EV_REL       REL_Z                00001fc4            
[ 2864764.511073] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.511073] /dev/input/event5: EV_REL       REL_MISC             93f359e8            
[ 2864764.511073] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.577802] /dev/input/event5: EV_REL       REL_X                000000c9            
[ 2864764.577802] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864764.577802] /dev/input/event5: EV_REL       REL_Z                00001fc1            
[ 2864764.577802] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.577802] /dev/input/event5: EV_REL       REL_MISC             97ecc2a7            
[ 2864764.577802] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.645112] /dev/input/event5: EV_REL       REL_X                000000c1            
[ 2864764.645112] /dev/input/event5: EV_REL       REL_Y                00000025            
[ 2864764.645112] /dev/input/event5: EV_REL       REL_Z                00001fc8            
[ 2864764.645112] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.645112] /dev/input/event5: EV_REL       REL_MISC             9be5e499            
[ 2864764.645112] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.711079] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864764.711079] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864764.711079] /dev/input/event5: EV_REL       REL_Z                00001fc7            
[ 2864764.711079] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.711079] /dev/input/event5: EV_REL       REL_MISC             9fdf20fe            
[ 2864764.711079] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.777697] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864764.777697] /dev/input/event5: EV_REL       REL_Y                00000027            
[ 2864764.777697] /dev/input/event5: EV_REL       REL_Z                00001fc5            
[ 2864764.777697] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.777697] /dev/input/event5: EV_REL       REL_MISC             a3d7de3b            
[ 2864764.777697] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.844420] /dev/input/event5: EV_REL       REL_X                000000c2            
[ 2864764.844420] /dev/input/event5: EV_REL       REL_Y                00000023            
[ 2864764.844420] /dev/input/event5: EV_REL       REL_Z                00001fc8            
[ 2864764.844420] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.844420] /dev/input/event5: EV_REL       REL_MISC             a7d1e0fd            
[ 2864764.844420] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.911040] /dev/input/event5: EV_REL       REL_X                000000c7            
[ 2864764.911040] /dev/input/event5: EV_REL       REL_Y                00000026            
[ 2864764.911040] /dev/input/event5: EV_REL       REL_Z                00001fbe            
[ 2864764.911040] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.911040] /dev/input/event5: EV_REL       REL_MISC             abca818a            
[ 2864764.911040] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864764.977713] /dev/input/event5: EV_REL       REL_X                000000c2            
[ 2864764.977713] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864764.977713] /dev/input/event5: EV_REL       REL_Z                00001fc9            
[ 2864764.977713] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864764.977713] /dev/input/event5: EV_REL       REL_MISC             afc3f168            
[ 2864764.977713] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.044360] /dev/input/event5: EV_REL       REL_X                000000c9            
[ 2864765.044360] /dev/input/event5: EV_REL       REL_Y                0000001b            
[ 2864765.044360] /dev/input/event5: EV_REL       REL_Z                00001fc5            
[ 2864765.044360] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.044360] /dev/input/event5: EV_REL       REL_MISC             b3bcdc37            
[ 2864765.044360] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.111045] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864765.111045] /dev/input/event5: EV_REL       REL_Y                00000023            
[ 2864765.111045] /dev/input/event5: EV_REL       REL_Z                00001fca            
[ 2864765.111045] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.111045] /dev/input/event5: EV_REL       REL_MISC             b7b66996            
[ 2864765.111045] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.177736] /dev/input/event5: EV_REL       REL_X                000000bf            
[ 2864765.177736] /dev/input/event5: EV_REL       REL_Y                0000002a            
[ 2864765.177736] /dev/input/event5: EV_REL       REL_Z                00001fcb            
[ 2864765.177736] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.177736] /dev/input/event5: EV_REL       REL_MISC             bbaffb39            
[ 2864765.177736] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.244361] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864765.244361] /dev/input/event5: EV_REL       REL_Y                00000029            
[ 2864765.244361] /dev/input/event5: EV_REL       REL_Z                00001fc8            
[ 2864765.244361] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.244361] /dev/input/event5: EV_REL       REL_MISC             bfa8b053            
[ 2864765.244361] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.311049] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864765.311049] /dev/input/event5: EV_REL       REL_Y                0000001f            
[ 2864765.311049] /dev/input/event5: EV_REL       REL_Z                00001fce            
[ 2864765.311049] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.311049] /dev/input/event5: EV_REL       REL_MISC             c3a23cac            
[ 2864765.311049] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.377709] /dev/input/event5: EV_REL       REL_X                000000c3            
[ 2864765.377709] /dev/input/event5: EV_REL       REL_Y                00000022            
[ 2864765.377709] /dev/input/event5: EV_REL       REL_Z                00001fbd            
[ 2864765.377709] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.377709] /dev/input/event5: EV_REL       REL_MISC             c79b6214            
[ 2864765.377709] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.444361] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864765.444361] /dev/input/event5: EV_REL       REL_Y                00000024            
[ 2864765.444361] /dev/input/event5: EV_REL       REL_Z                00001fb6            
[ 2864765.444361] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.444361] /dev/input/event5: EV_REL       REL_MISC             cb946fe2            
[ 2864765.444361] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.511112] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864765.511112] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864765.511112] /dev/input/event5: EV_REL       REL_Z                00001fbb            
[ 2864765.511112] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.511112] /dev/input/event5: EV_REL       REL_MISC             cf8e90f4            
[ 2864765.511112] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.577708] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864765.577708] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864765.577708] /dev/input/event5: EV_REL       REL_Z                00001fb8            
[ 2864765.577708] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.577708] /dev/input/event5: EV_REL       REL_MISC             d3871917            
[ 2864765.577708] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.645619] /dev/input/event5: EV_REL       REL_X                000000c5            
[ 2864765.645619] /dev/input/event5: EV_REL       REL_Y                00000027            
[ 2864765.645619] /dev/input/event5: EV_REL       REL_Z                00001fb8            
[ 2864765.645619] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.645619] /dev/input/event5: EV_REL       REL_MISC             d7863809            
[ 2864765.645619] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.711053] /dev/input/event5: EV_REL       REL_X                000000cc            
[ 2864765.711053] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864765.711053] /dev/input/event5: EV_REL       REL_Z                00001fb1            
[ 2864765.711053] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.711053] /dev/input/event5: EV_REL       REL_MISC             db79ba2a            
[ 2864765.711053] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.777771] /dev/input/event5: EV_REL       REL_X                000000c7            
[ 2864765.777771] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864765.777771] /dev/input/event5: EV_REL       REL_Z                00001faa            
[ 2864765.777771] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.777771] /dev/input/event5: EV_REL       REL_MISC             df737b01            
[ 2864765.777771] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.844391] /dev/input/event5: EV_REL       REL_X                000000cb            
[ 2864765.844391] /dev/input/event5: EV_REL       REL_Y                0000002a            
[ 2864765.844391] /dev/input/event5: EV_REL       REL_Z                00001fa7            
[ 2864765.844391] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.844391] /dev/input/event5: EV_REL       REL_MISC             e36c433a            
[ 2864765.844391] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.911029] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864765.911029] /dev/input/event5: EV_REL       REL_Y                0000002a            
[ 2864765.911029] /dev/input/event5: EV_REL       REL_Z                00001fae            
[ 2864765.911029] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.911029] /dev/input/event5: EV_REL       REL_MISC             e7653b77            
[ 2864765.911029] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864765.977730] /dev/input/event5: EV_REL       REL_X                000000c9            
[ 2864765.977730] /dev/input/event5: EV_REL       REL_Y                00000024            
[ 2864765.977730] /dev/input/event5: EV_REL       REL_Z                00001fa9            
[ 2864765.977730] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864765.977730] /dev/input/event5: EV_REL       REL_MISC             eb5ef975            
[ 2864765.977730] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.044363] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864766.044363] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864766.044363] /dev/input/event5: EV_REL       REL_Z                00001fb0            
[ 2864766.044363] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864766.044363] /dev/input/event5: EV_REL       REL_MISC             ef57c6f9            
[ 2864766.044363] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.111031] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864766.111031] /dev/input/event5: EV_REL       REL_Y                00000025            
[ 2864766.111031] /dev/input/event5: EV_REL       REL_Z                00001fb5            
[ 2864766.111031] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864766.111031] /dev/input/event5: EV_REL       REL_MISC             f3511167            
[ 2864766.111031] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.177718] /dev/input/event5: EV_REL       REL_X                000000c0            
[ 2864766.177718] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864766.177718] /dev/input/event5: EV_REL       REL_Z                00001fb5            
[ 2864766.177718] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864766.177718] /dev/input/event5: EV_REL       REL_MISC             f74a6b80            
[ 2864766.177718] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.244381] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864766.244381] /dev/input/event5: EV_REL       REL_Y                0000002a            
[ 2864766.244381] /dev/input/event5: EV_REL       REL_Z                00001fb8            
[ 2864766.244381] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864766.244381] /dev/input/event5: EV_REL       REL_MISC             fb43a233            
[ 2864766.244381] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.311052] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864766.311052] /dev/input/event5: EV_REL       REL_Y                00000025            
[ 2864766.311052] /dev/input/event5: EV_REL       REL_Z                00001fb3            
[ 2864766.311052] /dev/input/event5: EV_REL       REL_DIAL             000a36a2            
[ 2864766.311052] /dev/input/event5: EV_REL       REL_MISC             ff3cf561            
[ 2864766.311052] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.377719] /dev/input/event5: EV_REL       REL_X                000000c0            
[ 2864766.377719] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864766.377719] /dev/input/event5: EV_REL       REL_Z                00001fb5            
[ 2864766.377719] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.377719] /dev/input/event5: EV_REL       REL_MISC             033635d8            
[ 2864766.377719] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.444515] /dev/input/event5: EV_REL       REL_X                000000c3            
[ 2864766.444515] /dev/input/event5: EV_REL       REL_Y                0000002c            
[ 2864766.444515] /dev/input/event5: EV_REL       REL_Z                00001fb8            
[ 2864766.444515] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.444515] /dev/input/event5: EV_REL       REL_MISC             07305f0d            
[ 2864766.444515] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.511111] /dev/input/event5: EV_REL       REL_X                000000c3            
[ 2864766.511111] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864766.511111] /dev/input/event5: EV_REL       REL_Z                00001fbd            
[ 2864766.511111] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.511111] /dev/input/event5: EV_REL       REL_MISC             0b28d549            
[ 2864766.511111] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.577737] /dev/input/event5: EV_REL       REL_X                000000c4            
[ 2864766.577737] /dev/input/event5: EV_REL       REL_Y                0000002f            
[ 2864766.577737] /dev/input/event5: EV_REL       REL_Z                00001fb6            
[ 2864766.577737] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.577737] /dev/input/event5: EV_REL       REL_MISC             0f220957            
